conductivity,thickness
19513093.12,3.92E-05
55346453.3,3.72E-05
23161688.14,9.07E-05
74951658.42,3.62E-05
20820825.59,8.74E-05
91681231.64,7.66E-06
31678830.53,5.27E-05
14357400.63,5.57E-05
94553464.65,9.23E-05
27827209.34,6.04E-05
25412479.74,9.71E-05
51602378.94,6.40E-05
40324022.8,5.58E-05
26234461.84,7.51E-05
6730493.552,4.67E-05
29883787.23,4.09E-05
62650413.58,9.92E-05
20782792.47,7.50E-05
31381483.1,3.51E-05
64747998.61,2.33E-05
3556450.487,4.97E-05
55458047.22,2.46E-05
45398491.02,1.81E-05
3800538.48,5.86E-05
32380393.81,7.55E-05
96010979.85,9.79E-05
91628296.63,5.99E-05
72800821.86,3.84E-05
5472936.123,6.66E-05
63372468.19,8.91E-05
28103575.16,7.39E-05
67429364.11,5.26E-05
52781138.96,1.39E-05
67432354.28,4.52E-05
39718288.77,9.08E-05
64192650.67,2.95E-05
54611021.51,7.85E-06
67175866.96,5.38E-05
56150969.19,3.68E-05
5546692.517,8.12E-05
68644469.45,4.82E-05
17310800.72,5.33E-05
47394058.98,5.81E-05
32782833.83,6.84E-05
92692236.38,4.09E-05
3894365.883,5.44E-05
16150568.52,4.81E-05
65893211.28,6.54E-05
55057650.51,4.87E-05
24053056.38,7.49E-05
4976943.324,6.53E-05
30453107.66,3.54E-05
5581168.466,7.99E-05
44972444.87,7.80E-05
84769669.62,6.34E-05
63182792.84,6.77E-05
20997259.88,1.06E-05
35162677.16,8.25E-05
565079.4957,3.86E-05
86755593.51,5.74E-06
48448144.36,6.49E-05
22096221.68,2.28E-05
53281705.36,3.51E-05
53581207.49,4.90E-05
53461684.44,5.74E-05
51154030.45,1.61E-05
29304167.43,3.68E-05
56876361.53,5.89E-05
6388844.694,4.70E-05
31330543.53,7.74E-05
93381937.8,6.89E-05
58320446.5,8.60E-05
71056609.45,1.04E-06
48403550.47,2.55E-05
97806470.23,6.01E-05
22546903.14,7.42E-05
85468492.15,5.75E-06
73831922,9.37E-05
90289596.79,2.62E-05
14254184.26,2.70E-05
25901535.72,9.25E-06
59190837.72,6.05E-05
74696696.75,3.17E-05
56464269.05,5.09E-05
22145351.22,6.87E-05
87781076.19,9.49E-05
34360366.63,6.54E-05
79022465.95,5.28E-05
65751229.43,7.36E-05
46941581.95,5.20E-05
72470350.24,4.02E-05
86317031.31,4.40E-05
67461781.37,5.95E-05
89756791.24,7.78E-05
89081514.98,7.65E-05
93664326.39,8.14E-05
12447655.89,3.94E-06
12568987.79,6.75E-05
10668206.77,8.18E-05
29764311.89,8.01E-06
43955291.91,6.06E-06
72199013.15,5.28E-05
91785845.73,5.02E-05
31443896.57,9.54E-05
10611594.16,1.76E-05
30674146.11,5.29E-05
85475682.18,4.69E-06
86510461.27,1.76E-05
31939338.9,6.11E-05
61445957.34,4.01E-05
40448629.2,9.92E-05
33485531.59,4.41E-05
35901244.56,8.76E-05
74753799.24,3.37E-05
86300060.28,6.72E-05
33831486.09,2.18E-05
66095710.17,6.72E-05
85553528.53,6.63E-05
13752364.41,1.48E-05
96240213.26,9.30E-05
81316683.24,5.09E-05
54128070.37,4.72E-05
74563858.06,7.30E-05
76679627.74,1.77E-06
37730024.51,7.01E-05
52417124.65,2.20E-05
31615860.84,9.24E-05
74546481.99,8.60E-05
99859999.31,2.39E-05
24130205.98,7.75E-05
98542264.95,6.51E-05
90290630.44,9.00E-05
95297234.83,6.52E-05
10609896.03,8.70E-05
6725767.549,3.27E-05
80070819.05,6.11E-05
79839816.1,7.38E-05
80326533.16,2.90E-05
52831414.15,9.32E-05
60108416.82,8.90E-05
29087767.19,5.68E-05
34523145.23,9.03E-05
96864859.36,2.49E-05
23647099.1,5.51E-05
70743848.86,4.25E-05
75882955.12,1.68E-05
96407696.85,7.82E-05
65287164.44,6.70E-05
11613980.25,4.64E-05
11518571.17,5.95E-05
32075038.25,9.67E-05
52168661.82,6.71E-05
9148790.972,7.17E-05
82667877.37,9.39E-05
82178375.2,6.86E-05
54837902.75,1.29E-05
11294824.83,6.40E-05
29003138.27,4.44E-05
42131208.86,6.09E-05
51413901.28,1.71E-05
87096974.82,4.05E-05
93657615.3,2.92E-05
75874860.99,1.46E-05
55966140.69,4.44E-05
52687450.04,4.96E-05
79367543.03,2.35E-05
55594304.51,3.79E-06
83159568.15,7.29E-06
80296258.31,4.96E-05
70069269.82,8.36E-05
6180216.217,3.63E-05
68229637.88,8.84E-05
97326563.63,8.88E-05
47089639.99,9.26E-05
8528630.177,7.40E-06
95369147.46,7.46E-05
2723351.021,3.85E-05
66558531.37,6.82E-05
94133707.54,1.90E-05
63048641.14,5.66E-05
34750601.22,5.66E-05
21412908.78,5.62E-05
82359161.04,9.95E-05
69025706.02,5.96E-05
78714800.11,5.74E-05
83183832.87,6.76E-05
54695521.66,7.85E-05
37707221.68,7.93E-05
27606385.98,4.37E-05
62218087.99,7.43E-06
52256252.9,9.46E-05
48784171.5,2.96E-05
26283007.93,7.32E-05
32487983.64,5.10E-06
53038781.54,6.80E-05
24558311.49,7.44E-05
23843056.46,9.62E-05
51004315.71,3.91E-05
72133742.87,2.99E-05
11576157.26,6.34E-05
42919717.3,7.33E-05
74215207.06,7.64E-05
8351126.487,7.33E-05
20921030.59,5.91E-05
56594336.84,1.43E-05
5657199.748,4.74E-05
24680160.3,1.68E-06
27733455.95,2.27E-05
40253884.13,2.93E-05
71407014.01,5.39E-05
24509856.24,1.97E-05
84668232.48,8.52E-05
15774715.9,7.17E-05
77203306.31,9.07E-05
94482995.81,9.91E-05
46880409.01,6.59E-06
72150304.48,8.16E-05
81939496.59,3.10E-06
17228872.07,4.33E-05
7474365.38,6.46E-06
42039840.72,3.10E-05
46662330.9,9.60E-05
93124545.54,6.73E-05
37633695.05,8.39E-06
50098758.7,7.04E-05
90053314.68,7.35E-05
36733797.77,1.28E-05
82807450.4,8.55E-05
18480735.66,3.24E-05
53493344.09,2.47E-05
60697697.81,1.44E-05
99623162.97,3.77E-05
29676668.49,6.43E-05
50490899.04,3.85E-05
25755551.3,9.44E-05
3400289.978,8.11E-05
22695298.23,5.54E-05
34161496.02,9.32E-05
18266356.74,4.94E-05
32150581.39,1.76E-06
89933597.15,1.32E-05
29834294.71,2.58E-05
81131168.65,3.04E-05
85757752.01,3.99E-05
44868072.46,1.27E-05
11697142.78,8.71E-05
31932849.37,4.72E-05
12528851.46,9.90E-05
17464683.14,4.10E-05
35302230.97,6.57E-05
31867919.6,7.40E-05
32053628.28,9.82E-05
38302578.16,4.81E-05
32868199.74,7.94E-06
3940589.284,5.23E-06
64712091.08,6.19E-05
63379871.73,9.98E-05
85125111.69,5.65E-05
42994895.02,9.90E-05
37667870.81,8.11E-05
82141522.87,7.81E-05
73941944.91,4.45E-05
47047081.49,1.69E-05
29816389.04,2.66E-05
10855791.69,3.21E-05
87613995.07,3.01E-05
50959400.59,8.10E-05
73076432.16,1.61E-05
38678999.69,4.16E-05
22553131.48,4.70E-05
49195334.12,1.59E-05
22829373.74,2.33E-05
44573316.44,4.88E-05
59172133.36,6.82E-05
21049097.19,2.03E-05
82541192.88,3.72E-05
52933310.21,7.74E-05
86830068.69,8.47E-05
37457698.55,8.31E-05
8311559.394,1.56E-05
94323034.91,3.47E-05
35822622.97,7.18E-05
44026603.56,6.67E-05
20652098.09,7.59E-05
96560577.19,9.92E-05
5063996.261,6.69E-05
28631548.61,4.06E-05
90376963.93,6.21E-05
65437013.9,4.64E-05
81837531.43,7.45E-05
58031523.85,5.81E-05
23996145.07,2.70E-05
54346410.7,8.91E-05
30817710.24,5.90E-05
27315425.6,6.68E-05
34166941,8.80E-05
62873126.47,9.06E-05
46335644.71,3.80E-05
48672186.59,6.25E-05
77444627.47,6.17E-05
46266055.37,8.20E-05
91370216.91,4.34E-06
95049711.81,7.97E-05
2498880.068,7.73E-05
37228155.11,6.92E-06
53181077.57,8.38E-05
54227657.5,3.25E-05
56022685.82,3.39E-05
25405209.03,3.32E-05
20977479.01,1.67E-05
24397742.09,3.25E-05
65100883.54,7.57E-05
73835527.46,4.12E-05
37416670.11,9.45E-05
84684931.21,8.69E-05
63554778.18,4.46E-05
35895836.43,4.00E-06
85785076.69,1.92E-05
5218617.675,2.35E-05
79312919.13,4.22E-05
32444865.03,7.62E-05
73205554.6,1.72E-06
78384811.01,3.89E-05
92948847.19,1.47E-05
22696527.18,7.03E-05
26389244.44,1.06E-05
19856653.11,1.13E-05
1085061.483,8.06E-05
3801675.328,4.44E-05
69188280.52,3.27E-05
35044867.62,7.61E-05
20650980.82,9.50E-06
79412111.87,1.61E-05
8378332.697,4.29E-05
82007777.98,8.68E-05
94082839.76,2.62E-05
55358796.99,3.81E-05
19666857.66,4.32E-05
79162029.36,5.69E-05
97766628.91,6.94E-06
27040620.57,9.35E-05
48253846.51,5.71E-05
85324501.3,9.92E-05
2804272.039,9.26E-05
55919987.98,4.23E-05
8429750.967,1.66E-06
2934505.681,1.35E-05
3858528.986,7.16E-05
84480605.4,7.66E-06
46353974,3.81E-05
34737579.96,9.17E-06
89363005.22,6.86E-05
81727229.19,6.45E-06
30939485.52,5.12E-05
80416386.96,7.65E-05
66647791.97,5.82E-05
88089613.22,2.76E-05
90415066.36,5.32E-05
28785273.65,3.17E-05
67761625.1,8.34E-05
89796887.83,7.27E-05
85042898.49,4.72E-05
30050803.29,6.56E-05
67126659.93,9.46E-05
66813050.08,2.82E-05
56769874.77,6.42E-05
22530510.2,2.18E-05
63353991.72,5.67E-05
95084279.99,3.89E-05
24223211.16,8.42E-05
60468109.49,2.54E-05
90993108.05,3.11E-05
67979805.06,8.18E-05
16522517.48,6.25E-05
27311568.59,7.99E-05
80076849.69,7.38E-05
65415221.77,3.07E-05
18537970.22,5.96E-05
34996708.17,9.32E-05
64980854.12,6.32E-05
95607426,9.73E-05
81865280.24,4.40E-06
4366829.269,3.54E-05
65261593.21,8.88E-05
41733278.22,5.21E-05
59356562.86,3.34E-05
37215278.28,6.76E-05
37400394.25,2.01E-05
15535485.74,1.48E-06
60694187.77,6.00E-05
17098133.21,9.50E-05
76435467.43,6.26E-05
56228581.56,4.83E-05
46617769.57,6.86E-06
37880863.7,5.66E-05
90151231.97,6.28E-05
8956919.014,7.80E-06
20307813.15,1.19E-05
32997722.66,6.60E-05
36049008.18,1.24E-05
43205617.84,3.83E-06
36704505.04,6.09E-05
88421918.6,8.97E-05
35288303.55,9.38E-05
70450187.62,9.69E-05
823387.268,6.87E-06
53890101.62,2.67E-05
95446247.98,8.99E-05
28611891.65,5.13E-05
18360940.85,1.16E-05
29649522.9,7.85E-05
34017857.62,4.12E-05
56692049.63,8.42E-06
58759154.08,4.78E-05
12161707.6,3.79E-05
58721571.31,5.43E-05
26598116.29,3.20E-06
84334064.83,1.19E-05
42641318.03,6.00E-06
21558294.07,1.51E-05
26413313.65,3.95E-05
21452476.94,8.61E-05
16340230.06,3.29E-05
1228972.977,3.66E-05
56687817.07,8.05E-05
22888254.39,2.23E-05
48031509.06,4.93E-05
35120121.93,9.83E-05
35098048.31,8.51E-05
54707533.09,2.26E-05
95059676.36,6.08E-05
36360386.34,1.49E-05
13061829.01,6.97E-05
93663732.99,8.60E-05
60539877.88,6.18E-06
61685763.98,4.81E-05
75424705.67,4.66E-05
76771903.72,5.52E-05
40139950.43,3.42E-06
14156062.23,5.77E-05
5821155.106,1.74E-05
16243206.7,4.79E-05
31310697.57,4.06E-05
48030670.54,4.17E-05
96223097.69,1.77E-05
24684156.71,8.46E-05
45949877.72,2.85E-05
83003149.93,3.17E-06
67807124.91,1.39E-05
84239933,7.91E-05
18957146.45,7.97E-05
92614001.88,1.34E-05
61379849.39,2.98E-05
2855052.285,4.52E-05
30411953.83,4.00E-05
48930836.74,9.58E-05
89555545.43,1.05E-05
18629666.4,3.93E-05
79069477.21,1.08E-05
76891069.42,6.29E-05
14739509.36,4.19E-05
67989457.81,8.71E-05
28645233.03,4.51E-05
8972200.006,3.45E-05
97547286.01,3.11E-05
19211990.9,1.52E-05
43045102.36,8.42E-05
88214379.36,6.10E-05
66574014.74,8.92E-06
54120722.93,8.66E-05
71808040.22,5.98E-05
17567783.9,3.31E-06
38989001.11,4.74E-05
32868892.23,5.20E-05
1963581.115,3.59E-05
12529571.68,3.72E-05
81691505.77,1.07E-05
72345001.48,9.85E-05
50991423.75,6.24E-05
44532138.68,6.31E-05
28133493.33,6.98E-06
29442799.69,6.48E-05
97407811.34,8.82E-05
56886249.24,7.97E-05
37884037.46,9.26E-05
43912883.64,2.58E-05
86722320.19,7.29E-05
76159696.56,2.29E-05
74750356.65,2.29E-05
76102056.68,6.57E-05
12840998.03,6.48E-05
83332180.36,7.78E-05
38867343.62,8.88E-05
72962463.99,4.38E-05
52179482.78,4.57E-05
30456341.83,9.91E-05
52120081.28,4.76E-06
6205588.374,4.18E-05
20042944.84,2.65E-05
68455007.54,5.55E-05
48347570.44,2.25E-05
13180594.01,2.91E-05
58313628.48,4.71E-05
6318024.244,3.71E-05
59904401.23,4.99E-05
91223934,7.92E-05
20188033.82,1.63E-05
39551910.61,5.10E-05
34017471.21,8.83E-05
33320742.77,9.94E-06
85612819.43,1.16E-05
39006265.6,3.00E-05
83396664.73,2.12E-05
22263204.12,9.69E-05
63250465.06,4.81E-05
45970571.48,8.98E-05
55663775.56,8.73E-05
39144450.02,3.29E-05
56075281.33,7.78E-05
58565087.96,3.37E-05
34354539.59,1.39E-05
58969895.41,4.06E-05
28343841.73,9.50E-05
40418999.78,7.56E-05
69498785.76,5.09E-05
93825707.74,3.82E-05
2965802.207,1.85E-05
68860729.47,7.85E-06
70374257.05,1.84E-05
69607821.67,8.78E-05
14353784.22,2.67E-05
18295864.53,3.84E-05
51511149.69,6.23E-05
80001328.46,1.76E-05
80283130.45,2.98E-05
33221649.97,4.33E-05
99758546.02,7.34E-05
81999393.61,3.76E-05
63417723.33,8.00E-06
85383512.67,2.21E-05
8742645.375,6.76E-06
33451016.76,8.48E-05
59581107.24,5.71E-05
46698939.02,4.79E-05
45851110.97,4.33E-05
65740460.59,7.06E-05
17623680.03,6.67E-05
6393002.17,7.37E-05
38070501.55,5.84E-05
6844494.927,8.33E-05
78161343,9.64E-05
7637800.068,7.13E-06
82693958.97,5.78E-05
94773272.57,7.28E-05
95311533.57,4.04E-05
40484434.63,1.64E-06
52847353.55,5.58E-05
28166059.5,1.31E-05
71699599.7,4.67E-05
23744610.46,5.21E-05
49458607.67,2.86E-05
31859441.68,6.22E-05
99567327.26,2.20E-05
47583952.41,1.34E-05
96774850.82,8.06E-05
4920675.438,1.97E-05
59529629.33,2.95E-05
51419267.6,7.66E-05
10190666.68,9.55E-05
86094456.81,5.67E-05
2682046.768,4.57E-05
48959638.8,2.40E-05
81870161.74,5.80E-05
9704838.989,4.07E-05
70594891.54,8.46E-05
31523395.38,5.89E-05
3177463.036,1.71E-05
31632525.44,2.69E-05
72242043.91,4.03E-05
13940485.29,5.12E-05
49690187.31,5.36E-05
63283562.08,8.07E-05
12987657.92,5.25E-05
39682789.64,2.15E-05
72619514.31,1.28E-05
46936716.32,6.55E-05
40578089,5.84E-05
62752931.4,4.23E-05
19948182.85,3.68E-05
97031146.07,1.44E-05
3601997.879,8.80E-05
53621836.19,7.64E-05
58970840.22,8.95E-05
45547710.02,2.20E-05
81120907.03,1.19E-05
74261806.47,1.36E-05
5495380.971,7.84E-05
47749830.99,6.27E-05
32088515.42,8.45E-05
96493915.51,4.63E-05
78699389.76,8.85E-05
75287299.59,2.22E-05
77981387.81,9.37E-05
16193188.3,1.06E-05
70936367.15,3.41E-05
72975564.54,6.71E-05
33238363.41,4.35E-05
5441555.649,9.02E-05
67852728.94,8.01E-05
97584328.06,2.77E-05
4685858.445,8.29E-05
81420363.11,1.45E-06
9606609.849,6.66E-05
81493844.22,5.03E-05
59740634.03,2.04E-05
13255970.72,4.48E-05
41942369.42,9.72E-05
87744727.5,4.28E-05
87032429.02,1.06E-05
366240.8892,3.16E-05
20333986.99,1.08E-05
35898552.56,7.73E-06
51320870.98,5.53E-05
2052374.284,2.53E-05
41496630.15,4.30E-05
64376233.09,4.58E-05
55288699.95,9.94E-05
17616701.32,1.19E-05
2003167.09,5.21E-05
28889136.79,6.13E-05
72278877.36,1.97E-05
33209815.31,2.17E-05
46525357.08,4.19E-05
90249741.11,2.45E-05
91959788.56,8.04E-05
61920590.76,1.62E-05
22055307.23,8.20E-05
27769802.71,9.40E-05
71092459.82,6.68E-05
47382615.19,1.79E-05
31108214.56,6.82E-06
85528660.15,4.90E-05
6196426.152,2.83E-06
94606080.6,1.58E-05
95162980.18,1.21E-05
59989726.76,1.63E-05
51364694.69,6.26E-05
64266971.25,5.49E-05
48329553.75,4.41E-05
99524595.2,6.63E-05
92837139.67,4.44E-05
14654613.4,3.12E-05
38838924.3,4.91E-05
6853976.683,6.01E-05
71159216.15,6.30E-05
69882637.63,2.32E-05
12375314.03,9.32E-05
25424271.6,8.85E-05
32785220.31,9.19E-05
74165287.3,1.53E-05
77915877.59,9.43E-06
2287044.396,4.79E-05
33438417.36,4.13E-06
53674445.5,7.22E-06
68472667.72,9.54E-05
48867328.38,2.42E-05
12142174.19,7.28E-05
69821587.54,5.93E-05
88688724.56,8.10E-05
37127520.14,2.54E-06
2583197.947,8.17E-05
80949896.19,9.70E-05
92116851.05,3.43E-05
80441755.56,5.39E-05
67334258.44,2.99E-05
39791474.79,5.45E-06
93962297.86,2.27E-06
12151811.28,4.88E-05
61665434.23,8.28E-05
9543425.44,1.14E-05
26208210.32,7.10E-05
49958846.88,2.09E-05
48638185.73,1.77E-05
4579230.788,8.36E-05
98794747.92,5.38E-05
28812080.12,4.07E-05
65079001.03,5.74E-05
84776969.64,9.00E-05
41111095.83,8.79E-05
75805132.47,4.19E-05
99904964.94,3.74E-05
38060892.06,8.69E-05
61228636.16,9.31E-06
18938972.22,1.65E-05
75477002.99,7.78E-06
9620463.589,8.08E-05
37920583.98,8.72E-05
53611077.97,5.20E-05
95277094.62,1.69E-05
56830513.52,9.12E-05
21289532.74,5.63E-05
18609034.79,5.98E-05
22793248.11,4.84E-05
94320802.98,2.73E-05
67859093.43,9.57E-05
16017470.23,1.50E-05
75197446.74,7.53E-05
27665953.67,4.14E-05
80442383.47,6.10E-05
26363562.36,5.49E-06
2150256.868,6.09E-05
84099566.35,8.32E-05
72249344.11,6.68E-05
52370277.47,9.45E-05
89093005.79,7.88E-05
9437737.068,1.97E-05
92402720.92,5.24E-06
60932616.61,4.59E-05
64422881.1,8.43E-05
10263086.47,9.74E-05
62087182.71,6.98E-05
75312773.77,4.16E-05
17716172.15,4.12E-06
77312290.49,3.05E-05
53896944.23,5.40E-05
49552647.41,1.18E-05
39203945.73,7.66E-05
86599730.51,7.79E-05
56658009.05,7.73E-05
41540060.68,9.70E-05
96179686.23,5.23E-05
59517617.1,2.78E-05
32140062.59,2.03E-06
20204846.51,7.61E-05
53908406.69,4.96E-05
28962334.11,6.62E-05
22644930.96,8.27E-05
47333022.2,5.52E-05
66593947.47,2.91E-05
51279336.54,2.86E-05
82367293.56,1.31E-05
58007869.5,9.40E-05
23181253.04,4.88E-05
37646820.47,6.69E-05
88314532.26,6.74E-05
12920362.85,9.30E-05
71656291.82,4.33E-05
84273781.95,2.69E-05
15826429.58,5.24E-05
48945606.79,5.75E-05
18143584.04,6.40E-05
72040155.89,7.26E-06
28757694.53,7.61E-06
96268050.35,7.57E-05
68044505.55,6.75E-05
2263477.367,1.05E-05
27495656.61,3.75E-06
30569634.88,6.16E-05
62344642.21,8.77E-05
80247423.07,4.18E-05
41239719.82,5.22E-05
21282604.36,1.67E-05
55392681.18,5.02E-06
13257007.88,5.03E-05
38273142.17,9.96E-06
88862181.53,9.99E-05
33132586.89,2.34E-05
13363987.16,4.52E-06
68100683.05,4.44E-05
62327258.54,5.83E-05
50567777.49,9.37E-05
39602720.23,7.04E-05
39770373.57,6.79E-05
92300312.96,8.85E-05
10237307.83,7.44E-05
46651588.03,3.86E-05
53257175.03,4.02E-05
97046368.19,7.49E-05
68909194.77,7.13E-05
64549337.61,3.17E-05
96994545.18,3.66E-05
98479554.47,5.14E-05
7740794.536,9.99E-05
51040217.51,4.11E-05
36686931.07,6.31E-05
46947060.06,7.46E-06
16030586.08,4.86E-05
9608166.815,5.76E-05
81580817.75,2.43E-05
32709743.98,1.06E-05
1295715.353,9.99E-05
34555189.09,3.36E-05
43624521.79,7.13E-05
39707268.24,6.41E-05
59828441.81,8.93E-05
19198061.31,4.58E-05
67878142.31,2.20E-05
82326145.95,7.29E-05
79626287.62,3.05E-05
92622444.69,5.90E-06
84991880.54,8.11E-05
22507392.26,2.70E-05
87748313.22,7.06E-05
22078897.66,2.93E-05
88366695.13,9.65E-05
89416571,2.85E-05
26115105.04,9.91E-05
9884500.167,2.26E-05
42769714.63,5.69E-05
94639650.52,4.18E-05
6423782.311,2.11E-05
89271366.99,2.16E-05
14233704.86,3.72E-05
98494617.42,2.28E-05
81038051.72,9.29E-05
52285969.45,3.41E-05
29566576.91,9.14E-05
41991012.98,9.10E-06
61992089.6,6.56E-05
42436916.24,7.36E-05
55814106.18,4.12E-05
56777875.71,9.14E-05
98745815.21,5.86E-05
69977164.14,7.73E-05
34546407.75,8.82E-05
37750386.45,3.03E-05
3386397.233,9.06E-05
23583891.36,6.59E-05
2121316.631,5.24E-06
53802252.31,4.06E-05
9791533.471,5.44E-05
17723931.85,6.35E-05
84690133.76,8.62E-05
5908226.762,2.29E-06
36141238.32,2.52E-05
61193532.86,9.80E-05
98450533.41,6.23E-05
75573675.93,7.23E-05
68208939.28,6.91E-05
91182455.76,2.91E-05
13414245.12,9.45E-05
78639404.17,8.13E-05
51498224.17,5.57E-05
51602472.29,6.07E-06
67415305.84,6.45E-05
95324682.72,5.01E-05
35813084.11,3.65E-05
80055145.92,3.14E-05
19886181.8,9.79E-05
73067338.2,4.53E-05
3740257.682,3.62E-05
28898256.61,9.46E-05
95841206.83,6.15E-05
24359782.64,1.94E-05
65077413.22,9.59E-05
62372217.52,1.49E-05
26956035.26,7.78E-05
84483100.13,6.01E-05
34241492.19,4.15E-05
86582384.17,6.47E-05
49213331.53,7.42E-05
33372549.33,2.67E-06
30984643.53,7.21E-05
18630099.77,4.51E-06
38848785.66,8.14E-05
70308323.91,3.48E-05
3422039.924,7.91E-06
43627313.88,7.58E-05
51691983.72,6.48E-05
25283409.21,3.06E-05
7049599.873,9.61E-05
72856599.29,7.10E-05
75668815.63,1.82E-06
72397605.31,4.47E-05
70648698.94,3.28E-06
9468993.695,6.02E-05
71058542.88,3.26E-05
36015125.08,7.49E-05
95752929.34,2.02E-05
83158307.09,9.45E-05
54862237.78,8.47E-05
99002316.58,2.14E-05
10811572.11,8.37E-05
41205700.79,7.82E-05
75783825.25,2.96E-05
1448693.222,4.38E-05
43776448.58,4.59E-05
740563.4234,5.60E-05
31216725.5,7.08E-05
79453027.01,3.28E-05
18683000.03,1.34E-05
30790399.63,9.01E-05
22304288.11,2.87E-05
97037298.42,6.96E-05
82679299.14,3.96E-05
69062129.7,1.40E-05
55077119.83,4.36E-05
20413485.06,9.22E-05
31643969.38,4.92E-05
96080509.88,3.53E-05
93782501.87,9.78E-05
66356071.74,6.86E-05
12461483.68,9.55E-05
93938579,5.02E-05
18024264.6,1.89E-05
23736489.55,8.66E-05
94416344.15,4.86E-05
14467531.44,6.40E-05
10512370.09,3.46E-05
51562062.34,4.28E-05
72888746.51,3.56E-05
45322176.07,8.06E-05
9604459.226,4.87E-05
89188677.69,1.73E-05
82810528.67,5.08E-05
68612331.06,5.98E-05
21938229.65,3.74E-05
45316732.62,8.54E-05
16822024.75,7.26E-05
14163672.78,4.16E-05
70031607.74,1.78E-05
59524267.49,6.57E-05
7345360.927,5.95E-05
12511375.05,8.47E-05
31322221.29,5.03E-06
10007373.41,4.44E-05
73801134.51,2.46E-05
57419843.09,5.31E-05
88520239.82,7.52E-05
84193866.72,1.83E-05
59312368.84,2.57E-05
9623139.789,5.87E-05
33726079.47,1.08E-05
64247595.77,3.00E-05
72635194.29,6.39E-05
49313188.03,9.81E-05
3851865.725,1.81E-05
17990659.08,3.79E-05
28082760.75,5.57E-05
25212112.29,7.33E-05
63450609.16,8.31E-05
91986811.55,7.91E-05
26845719.62,9.90E-05
2175802.854,3.39E-05
40906602.15,4.95E-05
55338454.07,2.27E-05
10908347.15,9.68E-05
57787526.93,9.33E-05
7253283.852,1.16E-05
67851710.41,1.79E-05
16169449.46,6.11E-05
36435738.82,5.13E-05
35858477.26,1.79E-06
33463608.87,9.78E-05
9790215.448,4.03E-05
71778358.07,5.87E-05
19810229.48,6.10E-05
79130315.53,9.82E-05
11408066.32,7.30E-05
567469.0805,4.42E-05
34326776.09,2.40E-05
63103505.59,6.64E-05
17812669.9,9.81E-05
93853270.64,4.83E-05
18576118.56,1.55E-05
26046845.25,5.19E-05
12841787.69,8.13E-05
38719351.28,2.84E-05
37812176.78,3.97E-05
85477185.76,8.06E-05
10735633.22,4.67E-05
76245212.76,7.11E-06
2362546.509,3.22E-05
25510587.56,9.68E-05
61366616.57,9.09E-05
71905481.32,1.92E-05
83688491.42,3.78E-05
98822030.98,7.23E-05
65100571.67,3.00E-05
81571958,3.97E-05
17373029.55,3.83E-05
2298483.614,4.16E-05
67666089.41,8.85E-05
37393104.8,4.84E-06
42032113.15,5.10E-05
57557052.57,6.26E-05
23301294.55,1.80E-05
22864573.48,3.59E-05
81722039.94,1.02E-05
23959919.97,3.30E-05
5752102.35,8.57E-05
91344438.17,6.07E-05
84434816.15,4.38E-05
92954478.9,1.74E-05
11986033.79,7.94E-05
25482350.38,8.12E-05
91670281.21,5.57E-05
31755119.5,3.28E-05
38576084.47,5.16E-05
14041037.61,1.75E-05
14310669.95,2.73E-05
74716141.65,1.67E-05
58318961.69,8.13E-05
433160.7813,1.93E-05
21408362.07,5.61E-05
14831123.96,6.28E-05
20972488.46,2.42E-05
79315720.16,7.36E-05
43804274.06,3.06E-06
86051529.43,9.33E-05
95188294.52,3.71E-05
51534368.82,7.74E-05
58766544.17,6.14E-05
76814732.63,4.84E-05
83723615.57,9.22E-05
43003346.02,6.02E-05
38450225.54,1.81E-05
21098804.17,7.17E-06
78568490,9.86E-05
88533005.81,8.13E-05
33711842.99,9.77E-05
10066110.38,9.23E-05
66604654.95,8.68E-05
65693993.14,5.67E-05
78498967.97,8.00E-05
47001303.33,3.30E-05
61001940.61,1.84E-05
462393.0067,9.99E-05
4264479.367,7.44E-05
41244678.06,3.24E-05
32971022.97,9.04E-05
18363627.72,8.55E-06
66688005.16,7.06E-05
23557462.95,4.87E-06
9506257.859,6.13E-05
21709402.72,6.90E-05
48090376.5,9.21E-05
38728944.9,6.08E-05
72663771.43,9.64E-05
99388759.17,8.03E-05
6074273.231,4.53E-05
52316794.11,6.97E-05
22869824.95,7.32E-05
90193094.66,2.79E-05
40900518.74,7.13E-05
94478145.29,2.83E-05
7959618.738,9.38E-05
3101934.034,6.02E-05
63370612.89,5.94E-05
1961526.883,9.43E-05
69217073.36,7.82E-05
96991051.54,4.78E-05
99917586.71,5.58E-05
56890244.42,1.33E-05
6661670.587,1.99E-05
26524314.03,1.88E-05
12170875.98,3.07E-05
44199441.2,1.83E-05
91855317.63,7.61E-05
60357902.21,5.90E-05
25645408.75,6.63E-05
4155968.099,9.90E-05
52015004.7,1.93E-05
40669818.62,5.21E-05
3213894.565,7.49E-05
19931231.22,9.68E-05
10000507.87,8.28E-05
12388359.42,9.77E-05
7678742.863,9.16E-06
92144701.66,4.25E-05
5244624.068,3.98E-05
76033384.68,1.98E-05
52502544.94,4.42E-05
85170502.1,6.28E-05
61546979.36,3.00E-05
29391084.54,6.17E-05
49538599.98,3.75E-05
9331632.465,6.73E-05
